scheduler,time_s,mean,CI95_low,CI95_high,n
MR,3.5500000000000003,253.9123680459437,,,1
MR,3.65,262.0325882908235,,,1
MR,3.75,270.0686108426443,,,1
MR,3.85,278.1791700677156,,,1
MR,3.95,286.3361117234073,,,1
MR,4.05,294.4960202621716,,,1
MR,4.15,302.67671644165875,,,1
MR,4.25,310.8323036737484,,,1
MR,4.3500000000000005,318.9828713684336,,,1
MR,4.45,327.135037413429,,,1
MR,4.55,335.3406981547168,,,1
MR,4.65,343.6097687771892,,,1
MR,4.75,351.8806278846272,,,1
MR,4.8500000000000005,360.05192967035345,,,1
MR,4.95,368.2598806204135,,,1
MR,5.050000000000001,376.40414337144085,,,1
MR,5.15,384.5477308081783,,,1
MR,5.25,392.6767632012596,,,1
MR,5.3500000000000005,400.8117320542432,,,1
MR,5.45,409.0411154265778,,,1
MR,5.550000000000001,417.191081733221,,,1
MR,5.65,425.4140216064063,,,1
MR,5.75,433.5531754882156,,,1
MR,5.8500000000000005,441.7078723036425,,,1
MR,5.95,449.819708793124,,,1
MR,6.050000000000001,457.9374876454895,,,1
MR,6.15,466.0349138995942,,,1
MR,6.25,474.12519093641214,,,1
MR,6.3500000000000005,483.6597986879881,,,1
MR,6.45,496.7685707194036,,,1
MR,6.550000000000001,512.7476921504767,,,1
MR,6.65,530.1018269873065,,,1
MR,6.75,546.7409448092243,,,1
MR,6.8500000000000005,563.347147,,,1
MR,6.95,580.0203487902869,,,1
MR,7.050000000000001,596.6473750894323,,,1
MR,7.15,613.0961282394322,,,1
MR,7.25,629.3744298824787,,,1
MR,7.35,645.5762367333333,,,1
MR,7.45,661.8504429808489,,,1
MR,7.550000000000001,678.1259577676414,,,1
MR,7.65,694.3842280509747,,,1
MR,7.75,710.6258618034591,,,1
MR,7.85,726.8661870166667,,,1
MR,7.95,743.1397028731884,,,1
MR,8.05,759.4318357731885,,,1
MR,8.15,775.7073505599809,,,1
MR,8.25,791.9496747034591,,,1
MR,8.35,808.173381803459,,,1
MR,8.450000000000001,824.4296429808488,,,1
MR,8.55,840.7210914141821,,,1
MR,8.65,856.9973008700522,,,1
MR,8.75,873.2389346225367,,,1
MR,8.85,889.4633261892033,,,1
MR,8.950000000000001,905.7189028731884,,,1
MR,9.05,922.0110357731884,,,1
MR,9.15,938.2865505599808,,,1
MR,9.25,954.5288747034592,,,1
MR,9.35,970.7525818034592,,,1
MR,9.45,987.0088429808488,,,1
MR,9.55,1003.3002914141822,,,1
